subject,id,moid,years,exam,tracer,activation,route,dreadd,compound,dose,task,days
234,234J,#234,3.265753425,Behavior,NA,1,i.v.,hM4Di,DCZ,100,Foot,1192
234,234J,#234,3.301369863,Behavior,NA,1,i.v.,hM4Di,DCZ,100,Fine grasping,1205
234,234J,#234,3.339726027,Behavior,NA,1,i.v.,hM4Di,DCZ,100,Fine grasping,1219
234,234J,#234,3.380821918,Behavior,NA,1,i.v.,hM4Di,DCZ,100,Foot,1234
238,238J,#238,0.153424658,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,56
238,238J,#238,0.156164384,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,57
238,238J,#238,0.161643836,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,59
238,238J,#238,0.164383562,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,60
238,238J,#238,0.219178082,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,80
238,238J,#238,0.232876712,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,85
238,238J,#238,0.24109589,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,88
238,238J,#238,0.276712329,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,101
238,238J,#238,0.279452055,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,102
238,238J,#238,0.290410959,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,106
238,238J,#238,0.295890411,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,108
238,238J,#238,0.309589041,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,113
238,238J,#238,0.312328767,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,114
238,238J,#238,0.317808219,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,116
238,238J,#238,0.326027397,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,119
238,238J,#238,0.331506849,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,121
238,238J,#238,0.334246575,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,122
238,238J,#238,0.345205479,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,126
238,238J,#238,0.347945205,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,127
238,238J,#238,0.353424658,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,129
238,238J,#238,0.356164384,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,130
238,238J,#238,0.37260274,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,136
238,238J,#238,0.375342466,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,137
238,238J,#238,0.383561644,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,140
238,238J,#238,0.38630137,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,141
238,238J,#238,0.424657534,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,155
238,238J,#238,0.42739726,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,156
238,238J,#238,0.432876712,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,158
238,238J,#238,0.435616438,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,159
238,238J,#238,0.446575342,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,163
238,238J,#238,0.449315068,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,164
238,238J,#238,0.673972603,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,246
238,238J,#238,0.676712329,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,247
238,238J,#238,0.693150685,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,253
238,238J,#238,0.695890411,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,254
238,238J,#238,0.734246575,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,268
238,238J,#238,0.736986301,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,269
238,238J,#238,0.832876712,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,304
238,238J,#238,0.835616438,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,305
238,238J,#238,0.852054795,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,311
238,238J,#238,0.854794521,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,312
238,238J,#238,0.863013699,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,315
238,238J,#238,0.865753425,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,316
238,238J,#238,0.868493151,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,317
238,238J,#238,0.871232877,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,318
238,238J,#238,0.882191781,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,322
238,238J,#238,0.884931507,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,323
238,238J,#238,0.887671233,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,324
238,238J,#238,0.890410959,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,325
238,238J,#238,0.893150685,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,326
238,238J,#238,0.904109589,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,330
238,238J,#238,0.906849315,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,331
238,238J,#238,1.063013699,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,388
238,238J,#238,1.065753425,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,389
238,238J,#238,1.073972603,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,392
238,238J,#238,1.076712329,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,393
238,238J,#238,1.079452055,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,394
238,238J,#238,1.082191781,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,395
238,238J,#238,1.093150685,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,399
238,238J,#238,1.095890411,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,400
238,238J,#238,1.098630137,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,401
238,238J,#238,1.101369863,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,402
238,238J,#238,1.104109589,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,403
238,238J,#238,1.112328767,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,406
238,238J,#238,1.115068493,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,407
238,238J,#238,1.117808219,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,408
238,238J,#238,1.120547945,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,409
238,238J,#238,1.123287671,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,410
238,238J,#238,1.131506849,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,413
238,238J,#238,1.134246575,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,414
238,238J,#238,1.136986301,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,415
238,238J,#238,1.150684932,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,420
238,238J,#238,1.153424658,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,421
238,238J,#238,1.156164384,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,422
238,238J,#238,1.161643836,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,424
238,238J,#238,1.169863014,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,427
238,238J,#238,1.17260274,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,428
238,238J,#238,1.175342466,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,429
238,238J,#238,1.180821918,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,431
238,238J,#238,1.208219178,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,441
238,238J,#238,1.210958904,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,442
238,238J,#238,1.21369863,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,443
238,238J,#238,1.216438356,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,444
238,238J,#238,1.219178082,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,445
238,238J,#238,1.232876712,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,450
238,238J,#238,1.235616438,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,451
238,238J,#238,1.238356164,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,452
238,238J,#238,1.246575342,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,455
238,238J,#238,1.249315068,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,456
238,238J,#238,1.254794521,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,458
238,238J,#238,1.257534247,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,459
238,238J,#238,1.265753425,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,462
238,238J,#238,1.268493151,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,463
238,238J,#238,1.271232877,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,464
238,238J,#238,1.273972603,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,465
238,238J,#238,1.276712329,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,466
238,238J,#238,1.284931507,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,469
238,238J,#238,1.287671233,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,470
238,238J,#238,1.290410959,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,471
238,238J,#238,1.293150685,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,472
238,238J,#238,1.295890411,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,473
238,238J,#238,1.309589041,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,478
238,238J,#238,1.312328767,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,479
238,238J,#238,1.315068493,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,480
238,238J,#238,1.328767123,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,485
238,238J,#238,1.345205479,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,491
238,238J,#238,1.353424658,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,494
238,238J,#238,1.361643836,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,497
238,238J,#238,1.4,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,511
238,238J,#238,1.419178082,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,518
238,238J,#238,1.438356164,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,525
238,238J,#238,1.476712329,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,539
238,238J,#238,1.487671233,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,543
238,238J,#238,1.515068493,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,553
238,238J,#238,1.545205479,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,564
238,238J,#238,1.556164384,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,reversal learning task,568
238,238J,#238,1.561643836,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,reversal learning task,570
238,238J,#238,1.978082192,Behavior,NA,0,i.m.,hM4Di,vehicle,na,devaluation task,722
238,238J,#238,1.983561644,Behavior,NA,1,i.m.,hM4Di,DCZ,100,devaluation task,724
238,238J,#238,1.997260274,Behavior,NA,0,i.m.,hM4Di,vehicle,na,devaluation task,729
238,238J,#238,2.005479452,Behavior,NA,1,i.m.,hM4Di,DCZ,100,devaluation task,732
238,238J,#238,2.01369863,Behavior,NA,0,i.m.,hM4Di,vehicle,na,devaluation task,735
238,238J,#238,2.043835616,Behavior,NA,1,i.m.,hM4Di,DCZ,100,devaluation task,746
238,238J,#238,2.071232877,Behavior,NA,0,i.m.,hM4Di,vehicle,na,devaluation task,756
238,238J,#238,2.076712329,Behavior,NA,1,i.m.,hM4Di,DCZ,100,devaluation task,758
238,238J,#238,2.153424658,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,786
238,238J,#238,2.156164384,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,787
238,238J,#238,2.15890411,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,788
238,238J,#238,2.167123288,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,791
238,238J,#238,2.169863014,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,792
238,238J,#238,2.17260274,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,793
238,238J,#238,2.208219178,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,806
238,238J,#238,2.210958904,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,807
238,238J,#238,2.21369863,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,808
238,238J,#238,2.216438356,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,809
238,238J,#238,2.22739726,Behavior,NA,0,i.m.,hM4Di,vehicle,na,reversal learning task,813
238,238J,#238,2.230136986,Behavior,NA,1,i.m.,hM4Di,DCZ,100,reversal learning task,814
238,238J,#238,2.704109589,Behavior,NA,0,i.m.,hM4Di,vehicle,na,Wisconsin Card Sorting Task,987
238,238J,#238,2.706849315,Behavior,NA,1,i.m.,hM4Di,DCZ,100,Wisconsin Card Sorting Task,988
238,238J,#238,2.709589041,Behavior,NA,0,i.m.,hM4Di,vehicle,na,Wisconsin Card Sorting Task,989
238,238J,#238,2.712328767,Behavior,NA,1,i.m.,hM4Di,DCZ,100,Wisconsin Card Sorting Task,990
238,238J,#238,2.723287671,Behavior,NA,0,i.m.,hM4Di,vehicle,na,Wisconsin Card Sorting Task,994
238,238J,#238,2.726027397,Behavior,NA,1,i.m.,hM4Di,DCZ,100,Wisconsin Card Sorting Task,995
238,238J,#238,2.731506849,Behavior,NA,0,i.m.,hM4Di,vehicle,na,Wisconsin Card Sorting Task,997
238,238J,#238,2.734246575,Behavior,NA,1,i.m.,hM4Di,DCZ,100,Wisconsin Card Sorting Task,998
238,238J,#238,2.742465753,Behavior,NA,0,i.m.,hM4Di,vehicle,na,Wisconsin Card Sorting Task,1001
238,238J,#238,2.745205479,Behavior,NA,1,i.m.,hM4Di,DCZ,100,Wisconsin Card Sorting Task,1002
238,238J,#238,2.895890411,Behavior,NA,0,i.m.,hM4Di,vehicle,na,Wisconsin Card Sorting Task,1057
238,238J,#238,2.898630137,Behavior,NA,1,i.m.,hM4Di,DCZ,100,Wisconsin Card Sorting Task,1058
238,238J,#238,2.901369863,Behavior,NA,0,i.m.,hM4Di,vehicle,na,Wisconsin Card Sorting Task,1059
238,238J,#238,2.904109589,Behavior,NA,1,i.m.,hM4Di,DCZ,100,Wisconsin Card Sorting Task,1060
238,238J,#238,2.906849315,Behavior,NA,0,i.m.,hM4Di,vehicle,na,Wisconsin Card Sorting Task,1061
238,238J,#238,2.917808219,Behavior,NA,1,i.m.,hM4Di,DCZ,100,Wisconsin Card Sorting Task,1065
238,238J,#238,2.920547945,Behavior,NA,0,i.m.,hM4Di,vehicle,na,Wisconsin Card Sorting Task,1066
238,238J,#238,2.934246575,Behavior,NA,1,i.m.,hM4Di,DCZ,100,Wisconsin Card Sorting Task,1071
238,238J,#238,2.936986301,Behavior,NA,0,i.m.,hM4Di,vehicle,na,Wisconsin Card Sorting Task,1072
238,238J,#238,2.939726027,Behavior,NA,1,i.m.,hM4Di,DCZ,100,Wisconsin Card Sorting Task,1073
238,238J,#238,2.956164384,Behavior,NA,0,i.m.,hM4Di,vehicle,na,Wisconsin Card Sorting Task,1079
238,238J,#238,2.95890411,Behavior,NA,1,i.m.,hM4Di,DCZ,100,Wisconsin Card Sorting Task,1080
238,238J,#238,2.997260274,Behavior,NA,0,i.m.,hM4Di,vehicle,na,devaluation task,1094
238,238J,#238,3.005479452,Behavior,NA,1,i.m.,hM4Di,DCZ,100,devaluation task,1097
238,238J,#238,3.016438356,Behavior,NA,0,i.m.,hM4Di,vehicle,na,devaluation task,1101
238,238J,#238,3.032876712,Behavior,NA,1,i.m.,hM4Di,DCZ,100,devaluation task,1107
238,238J,#238,3.038356164,Behavior,NA,0,i.m.,hM4Di,vehicle,na,devaluation task,1109
238,238J,#238,3.052054795,Behavior,NA,1,i.m.,hM4Di,DCZ,100,devaluation task,1114
238,238J,#238,3.060273973,Behavior,NA,0,i.m.,hM4Di,vehicle,na,devaluation task,1117
238,238J,#238,3.071232877,Behavior,NA,1,i.m.,hM4Di,DCZ,100,devaluation task,1121
245,245J,#245,0.230136986,Behavior,NA,0,i.m.,hM4Di,vehicle,na,delayed response task,84
245,245J,#245,0.24109589,Behavior,NA,1,i.m.,hM4Di,DCZ,100,delayed response task,88
245,245J,#245,0.246575342,Behavior,NA,0,i.m.,hM4Di,vehicle,na,delayed response task,90
245,245J,#245,0.249315068,Behavior,NA,1,i.m.,hM4Di,DCZ,100,delayed response task,91
245,245J,#245,0.260273973,Behavior,NA,0,i.m.,hM4Di,vehicle,na,delayed response task,95
245,245J,#245,0.263013699,Behavior,NA,1,i.m.,hM4Di,DCZ,100,delayed response task,96
245,245J,#245,0.268493151,Behavior,NA,0,i.m.,hM4Di,vehicle,na,delayed response task,98
245,245J,#245,0.271232877,Behavior,NA,1,i.m.,hM4Di,DCZ,100,delayed response task,99
245,245J,#245,0.282191781,Behavior,NA,0,i.m.,hM4Di,vehicle,na,delayed response task,103
245,245J,#245,0.284931507,Behavior,NA,1,i.m.,hM4Di,DCZ,100,delayed response task,104
245,245J,#245,0.44109589,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,delayed response task,161
245,245J,#245,0.443835616,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,162
245,245J,#245,0.452054795,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,delayed response task,165
245,245J,#245,0.454794521,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,166
245,245J,#245,0.457534247,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,delayed response task,167
245,245J,#245,0.460273973,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,168
245,245J,#245,0.463013699,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,delayed response task,169
245,245J,#245,0.465753425,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,170
245,245J,#245,0.471232877,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,delayed response task,172
245,245J,#245,0.473972603,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,173
245,245J,#245,0.476712329,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,delayed response task,174
245,245J,#245,0.479452055,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,175
245,245J,#245,0.482191781,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,176
245,245J,#245,0.490410959,Behavior,NA,1,i.m.,hM4Di,DCZ,100,delayed response task,179
245,245J,#245,0.493150685,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,delayed response task,180
245,245J,#245,0.495890411,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,181
245,245J,#245,0.498630137,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,182
245,245J,#245,0.501369863,Behavior,NA,1,i.m.,hM4Di,DCZ,100,delayed response task,183
245,245J,#245,0.509589041,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,delayed response task,186
245,245J,#245,0.512328767,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,delayed response task,187
245,245J,#245,0.515068493,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,188
245,245J,#245,0.517808219,Behavior,NA,1,i.m.,hM4Di,DCZ,100,delayed response task,189
245,245J,#245,0.528767123,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,193
245,245J,#245,0.531506849,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,delayed response task,194
245,245J,#245,0.534246575,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,195
245,245J,#245,0.539726027,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,delayed response task,197
245,245J,#245,0.547945205,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,200
245,245J,#245,0.550684932,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,201
245,245J,#245,0.553424658,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,202
245,245J,#245,0.55890411,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,204
245,245J,#245,0.58630137,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,214
245,245J,#245,0.589041096,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,215
245,245J,#245,0.591780822,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,216
245,245J,#245,0.594520548,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,217
245,245J,#245,0.597260274,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,218
245,245J,#245,0.610958904,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,223
245,245J,#245,0.61369863,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,224
245,245J,#245,0.616438356,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,225
245,245J,#245,0.624657534,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,228
245,245J,#245,0.62739726,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,229
245,245J,#245,0.632876712,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,231
245,245J,#245,0.635616438,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,232
245,245J,#245,0.643835616,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,235
245,245J,#245,0.646575342,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,236
245,245J,#245,0.649315068,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,237
245,245J,#245,0.652054795,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,238
245,245J,#245,0.654794521,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,239
245,245J,#245,0.663013699,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,242
245,245J,#245,0.665753425,Behavior,NA,0,i.m.,hM4Di,vehicle,na,delayed response task,243
245,245J,#245,0.668493151,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,244
245,245J,#245,0.671232877,Behavior,NA,0,i.m.,hM4Di,vehicle,na,delayed response task,245
245,245J,#245,0.673972603,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,246
245,245J,#245,0.687671233,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,251
245,245J,#245,0.690410959,Behavior,NA,0,i.m.,hM4Di,vehicle,na,delayed response task,252
245,245J,#245,0.693150685,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,253
245,245J,#245,0.706849315,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,258
245,245J,#245,0.709589041,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,259
245,245J,#245,0.712328767,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,260
245,245J,#245,0.723287671,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,delayed response task,264
245,245J,#245,0.726027397,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,delayed response task,265
245,245J,#245,0.728767123,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,delayed response task,266
245,245J,#245,0.731506849,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,delayed response task,267
245,245J,#245,0.739726027,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,delayed response task,270
245,245J,#245,0.742465753,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,delayed response task,271
245,245J,#245,0.745205479,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,delayed response task,272
245,245J,#245,0.747945205,Behavior,NA,0,microinfusion,hM4Di,vehicle,na,delayed response task,273
245,245J,#245,0.802739726,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,293
245,245J,#245,0.805479452,Behavior,NA,1,p.o.,hM4Di,DCZ,100,delayed response task,294
245,245J,#245,0.808219178,Behavior,NA,1,p.o.,hM4Di,DCZ,1000,delayed response task,295
245,245J,#245,0.816438356,Behavior,NA,1,i.m.,hM4Di,DCZ,100,delayed response task,298
245,245J,#245,0.819178082,Behavior,NA,1,i.m.,hM4Di,DCZ,100,delayed response task,299
245,245J,#245,0.821917808,Behavior,NA,1,p.o.,hM4Di,DCZ,100,delayed response task,300
245,245J,#245,0.824657534,Behavior,NA,1,i.m.,hM4Di,DCZ,100,delayed response task,301
245,245J,#245,0.82739726,Behavior,NA,1,p.o.,hM4Di,DCZ,100,delayed response task,302
245,245J,#245,0.835616438,Behavior,NA,1,p.o.,hM4Di,DCZ,1000,delayed response task,305
245,245J,#245,0.84109589,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,307
245,245J,#245,0.843835616,Behavior,NA,0,p.o.,hM4Di,vehicle,na,delayed response task,308
245,245J,#245,0.854794521,Behavior,NA,0,p.o.,hM4Di,vehicle,na,delayed response task,312
245,245J,#245,0.857534247,Behavior,NA,0,p.o.,hM4Di,vehicle,na,delayed response task,313
245,245J,#245,0.863013699,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,315
245,245J,#245,0.865753425,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,316
245,245J,#245,0.873972603,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,319
245,245J,#245,0.876712329,Behavior,NA,1,microinfusion,hM4Di,DCZ,na,delayed response task,320
245,245J,#245,0.882191781,Behavior,NA,1,p.o.,hM4Di,DCZ,1000,delayed response task,322
245,245J,#245,0.893150685,Behavior,NA,1,i.m.,hM4Di,DCZ,100,delayed response task,326
245,245J,#245,0.901369863,Behavior,NA,1,p.o.,hM4Di,DCZ,100,delayed response task,329
245,245J,#245,0.904109589,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,330
245,245J,#245,0.920547945,Behavior,NA,1,p.o.,hM4Di,DCZ,100,delayed response task,336
