subject,id,moid,years,exam,tracer,activation,route,dreadd
215,215R,#215,0.268309377,PET,FDG,1,i.v.,hM3Dq
215,215R,#215,0.344969199,PET,FDG,1,i.v.,hM3Dq
215,215R,#215,0.421629021,PET,FDG,1,i.v.,hM3Dq
215,215R,#215,0.498288843,PET,FDG,1,i.v.,hM3Dq
215,215R,#215,1.171800137,PET,FDG,1,i.v.,hM3Dq
215,215R,#215,1.226557153,PET,FDG,1,i.v.,hM3Dq
215,215R,#215,1.609856263,PET,FDG,1,i.v.,hM3Dq
215,215R,#215,1.650924025,PET,FDG,1,i.v.,hM3Dq
